,Department,Class,Credits,Requisites,Course Designation,Repeatable for Credit,Last Taught
8469,Statistics,STAT/COMP SCI/MATH  475,3,"(MATH 320, 340, 341, or 375) or graduate/professional standing or member of the Pre-Masters Mathematics (Visiting International) Program",Breadth - Natural Science Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
8470,Statistics,STAT 479,1,,Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S,"Yes, unlimited number of completions",Fall 2023
8471,Statistics,STAT/COMP SCI/I SY E/MATH  525,3,"MATH 320, 340, 341, 375, or 443 or graduate/professional standing or member of the Pre-Masters Mathematics (Visiting International) Program",Breadth - Natural Science Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
8472,Statistics,STAT/B M I  541,3,Graduate/professional standing. Not open to students with credit for STAT 511 or POP HLTH/B M I  551,Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
8473,Statistics,STAT/B M I  542,3,B M I/STAT  541,Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
8474,Statistics,STAT/F&W ECOL/HORT  571,4,Graduate/professional standing,Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
8475,Statistics,STAT/F&W ECOL/HORT  572,4,STAT/F&W ECOL/HORT  571,Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
8476,Statistics,STAT 601,4,Graduate/professional standing or declared in Statistics VISP,Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
8477,Statistics,STAT 602,4,STAT 601,,No,Spring 2022
8478,Statistics,STAT 605,3,Declared in Statistics MS or Statistics VISP,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
8479,Statistics,STAT 606,3,Declared in Statistics MS or Statistics VISP (undergraduate),Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
8480,Statistics,STAT 609,3,Graduate/professional standing or declared in Statistics VISP,Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2023
8481,Statistics,STAT 610,4,Graduate/professional standing or declared in Statistics VISP,Breadth - Physical Sci. Counts toward the Natural Sci req Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
8482,Statistics,STAT 611,3,Declared in Data Science MS or Data Engineering MS,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
8483,Statistics,STAT 613,3,Declared in Data Science MS or Data Engineering MS,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
8484,Statistics,STAT 615,3,Declared in Statistics,Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
8485,Statistics,STAT 627,1,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Spring 2023
8486,Statistics,STAT 628,1,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2023
8487,Statistics,STAT/I SY E/MATH/OTM  632,3,"(STAT/MATH  431, 309, STAT 311 or MATH 531) and (MATH 320, 340, 341, 375, 421 or 531) or graduate/professional standing or member of the Pre-Masters Mathematics (Visiting International) Program",Breadth - Natural Science Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
8488,Statistics,STAT/B M I  641,3,STAT/MATH  310 or graduate/professional standing,Breadth - Natural Science Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
8489,Statistics,STAT/B M I  642,3,STAT/MATH  310 or graduate/professional standing,Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
8490,Statistics,STAT 678,3,Declared in Statistics MS,Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
8491,Statistics,STAT 679,1,Graduate/professional standing or declared in Statistics VISP,Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2023
8492,Statistics,STAT 681,3,Consent of instructor,Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&SHonors - Honors Only Courses (H),No,Fall 2023
8493,Statistics,STAT 682,3,Consent of instructor,Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&SHonors - Honors Only Courses (H),No,Spring 2023
8494,Statistics,STAT 698,1,Consent of instructor,Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2022
8495,Statistics,STAT 699,1,Consent of instructor,Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2023
8496,Statistics,STAT 701,3,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
8497,Statistics,STAT/MATH  709,4,Consent of instructor,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
8498,Statistics,STAT/MATH  710,4,STAT/MATH  709,Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
8499,Statistics,STAT/COMP SCI/I SY E/MATH  726,3,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
8500,Statistics,STAT/B M I  727,3,STAT 610,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
8501,Statistics,STAT 732,3,STAT 610 or MATH/STAT  709,Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2020
8502,Statistics,STAT/MATH  733,3,Graduate/professional standing or member of the Pre-Masters Mathematics (Visiting International) Program,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2023
8503,Statistics,STAT/MATH  734,3,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Spring 2023
8504,Statistics,STAT/B M I  741,3,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
8505,Statistics,STAT 760,3,STAT 610 or MATH/STAT  710,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
8506,Statistics,STAT 761,3,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2021
8507,Statistics,STAT/B M I  768,3,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
8508,Statistics,STAT 771,3,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
8509,Statistics,STAT 772,3,Consent of instructor,Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
8510,Statistics,STAT/ECON/GEN BUS  775,3,STAT 609 or STAT/MATH  709,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2022
8511,Statistics,STAT 801,3,STAT 601 or 701,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2020
8512,Statistics,STAT/MATH  803,3,Graduate/professional standing or member of the Pre-Masters Mathematics (Visiting International) Program,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2020
8513,Statistics,STAT/MATH  833,3,Graduate/professional standing or member of the Pre-Masters Mathematics (Visiting International) Program,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2023
8514,Statistics,STAT 849,3,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
8515,Statistics,STAT 850,3,STAT 849,Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
8516,Statistics,STAT/COMP SCI/E C E  861,3,E C E/COMP SCI  761 or E C E 830,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
8517,Statistics,STAT/B M I  877,3,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2022
8518,Statistics,STAT/E C E/MATH  888,1,Graduate/professional standing or member of the Pre-Masters Mathematics (Visiting International) Program,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2023
8519,Statistics,STAT 990,1,Consent of instructor,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2023
8520,Statistics,STAT 992,1,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2023
8521,Statistics,STAT 998,3,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
8522,Surgery,SURGERY 699,0,Consent of instructor,Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S,"Yes, unlimited number of completions",Fall 2023
8523,Surgery,SURGERY 910,2,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2023
8524,Surgery,SURGERY 911,2,"MED SC-M 810, 811, 812, and 813",Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
8525,Surgery,SURGERY 912,2,"MED SC-M 810, 811, 812, and 813",Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2022
8526,Surgery,SURGERY 919,2,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2023
8527,Surgery,SURGERY 920,2,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2023
8528,Surgery,SURGERY 938,4,"MED SC-M 810, 811, 812, and 813",Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
8529,Surgery,SURGERY 939,2,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Spring 2023
8530,Surgery,SURGERY 940,2,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2023
8531,Surgery,SURGERY 944,2,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Spring 2021
8532,Surgery,SURGERY 948,2,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2023
8533,Surgery,SURGERY 954,2,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2023
8534,Surgery,SURGERY 956,2,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2023
8535,Surgery,SURGERY 960,2,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2023
8536,Surgery,SURGERY 962,2,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2023
8537,Surgery,SURGERY 963,2,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2023
8538,Surgery,SURGERY 967,2,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2023
8539,Surgery,SURGERY 973,2,"MED SC-M 810, 811, 812, and 813",Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
8540,Surgery,SURGERY 974,2,"MED SC-M 810, 811, 812, and 813",Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
8541,Surgery,SURGERY 975,2,"MED SC-M 810, 811, 812, and 813",Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
8542,Surgery,SURGERY 976,2,"MED SC-M 810, 811, 812, and 813",Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
8543,Surgery,SURGERY 977,4,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2020
8544,Surgical Sciences,SURG SCI 501,1,Declared in Doctor of Veterinary Medicine with first year standing,,"Yes, unlimited number of completions",Fall 2023
8545,Surgical Sciences,SURG SCI 542,2,Declared in Doctor of Veterinary Medicine with third year standing,,No,Spring 2023
8546,Surgical Sciences,SURG SCI 543,1,Declared in Doctor of Veterinary Medicine with second year standing,,No,Spring 2023
8547,Surgical Sciences,SURG SCI 544,2,Declared in Doctor of Veterinary Medicine with second year standing,,No,Spring 2023
8548,Surgical Sciences,SURG SCI 545,1,Declared in Doctor of Veterinary Medicine with third year standing,,No,Spring 2023
8549,Surgical Sciences,SURG SCI/F&W ECOL  548,3,"BOTANY/BIOLOGY  130, (ZOOLOGY/BIOLOGY  101  102), BIOLOGY/BOTANY/ZOOLOGY  151, BIOCORE 381, or graduate/professional standing",Breadth - Biological Sci. Counts toward the Natural Sci req Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
8550,Surgical Sciences,SURG SCI 630,4,Declared in Doctor of Veterinary Medicine with third year standing,,No,Fall 2023
8551,Surgical Sciences,SURG SCI 631,3,Declared in Doctor of Veterinary Medicine with third year standing,,No,Spring 2023
8552,Surgical Sciences,SURG SCI 632,2,Declared in Doctor of Veterinary Medicine with third year standing,,No,Fall 2023
8553,Surgical Sciences,SURG SCI 634,1,Declared in Doctor of Veterinary Medicine with third year standing,,No,Fall 2023
8554,Surgical Sciences,SURG SCI 638,2,Declared in Doctor of Veterinary Medicine with third year standing,,No,Fall 2023
8555,Surgical Sciences,SURG SCI 642,2,Declared in Doctor of Veterinary Medicine with fourth year standing,,"Yes, unlimited number of completions",Fall 2023
8556,Surgical Sciences,SURG SCI 644,2,Declared in Doctor of Veterinary Medicine with fourth year standing,,"Yes, unlimited number of completions",Fall 2023
8557,Surgical Sciences,SURG SCI 645,2,Declared in Doctor of Veterinary Medicine with fourth year standing,,"Yes, unlimited number of completions",Fall 2023
8558,Surgical Sciences,SURG SCI 646,2,Declared in Doctor of Veterinary Medicine with fourth year standing,,"Yes, unlimited number of completions",Fall 2023
8559,Surgical Sciences,SURG SCI 647,2,Declared in Doctor of Veterinary Medicine with fourth year standing,,No,Fall 2023
8560,Surgical Sciences,SURG SCI 675,1,Declared in Doctor of Veterinary Medicine,,"Yes, unlimited number of completions",Fall 2023
8561,Surgical Sciences,SURG SCI 676,2,Declared in Doctor of Veterinary Medicine with third year standing,,"Yes, unlimited number of completions",Spring 2023
8562,Surgical Sciences,SURG SCI 677,1,Declared in Doctor of Veterinary Medicine with third year standing,,No,Spring 2023
8563,Surgical Sciences,SURG SCI 699,1,Consent of instructor,Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S,"Yes, unlimited number of completions",Fall 2023
8564,Surgical Sciences,SURG SCI 710,2,Declared in Doctor of Veterinary Medicine with fourth year standing,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, for 1 number of completions",Fall 2023
8565,Surgical Sciences,SURG SCI 711,2,Declared in Doctor of Veterinary Medicine with fourth year standing,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, for 1 number of completions",Fall 2023
8566,Surgical Sciences,SURG SCI 712,2,Declared in Doctor of Veterinary Medicine with fourth year standing,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, for 2 number of completions",Spring 2023
8567,Surgical Sciences,SURG SCI 714,1,Declared in Doctor of Veterinary Medicine with fourth year standing,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, for 1 number of completions",Fall 2023
8568,Surgical Sciences,SURG SCI 741,2,Declared in Doctor of Veterinary Medicine with fourth year standing,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2023
8569,Surgical Sciences,SURG SCI 743,2,Declared in Doctor of Veterinary Medicine with fourth year standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
8570,Surgical Sciences,SURG SCI 744,2,Declared in Doctor of Veterinary Medicine with fourth year standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Summer 2023
8571,Surgical Sciences,SURG SCI 746,2,Declared in Doctor of Veterinary Medicine with fourth year standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
8572,Surgical Sciences,SURG SCI 748,1,Declared in Doctor of Veterinary Medicine with fourth year standing,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2023
8573,Surgical Sciences,SURG SCI 750,1,Declared in Doctor of Veterinary Medicine with fourth year standing,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2023
8574,Surgical Sciences,SURG SCI 775,1,Declared in Doctor of Veterinary Medicine with fourth year standing,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Spring 2023
8575,Surgical Sciences,SURG SCI 812,2,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
8576,Theatre and Drama,THEATRE 100,2,,Breadth - Humanities Level - Elementary L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
8577,Theatre and Drama,THEATRE/ENGL  120,3,,Breadth - Literature. Counts toward the Humanities req Level - Elementary L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
8578,Theatre and Drama,THEATRE 130,3,,,No,Fall 2023
8579,Theatre and Drama,THEATRE 140,3,,Level - Elementary L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
8580,Theatre and Drama,THEATRE 150,3,,Level - Elementary L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
8581,Theatre and Drama,THEATRE 160,3,,Level - Elementary L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
8582,Theatre and Drama,THEATRE 162,1,Consent of instructor,Level - Elementary L&S Credit - Counts as Liberal Arts and Science credit in L&S,"Yes, unlimited number of completions",Fall 2023
8583,Theatre and Drama,THEATRE 200,2,,Level - Elementary L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
8584,Theatre and Drama,THEATRE 213,3,,Level - Elementary L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Spring 2021
8585,Theatre and Drama,THEATRE 219,1,,Level - Elementary L&S Credit - Counts as Liberal Arts and Science credit in L&S,"Yes, unlimited number of completions",Fall 2023
8586,Theatre and Drama,THEATRE 220,1,,,No,Fall 2023
8587,Theatre and Drama,THEATRE 221,1,THEATRE 160,,No,Fall 2023
8588,Theatre and Drama,THEATRE 222,1,,,No,Fall 2023
8589,Theatre and Drama,THEATRE 230,3,THEATRE 130,,No,Spring 2022
8590,Theatre and Drama,THEATRE 234,3,"THEATRE 100, or concurrent enrollment in THEATRE 100",,No,Spring 2023
8591,Theatre and Drama,THEATRE 240,3,Consent of instructor,Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Spring 2023
8592,Theatre and Drama,THEATRE 250,3,THEATRE 150,Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
8593,Theatre and Drama,THEATRE/DANCE  259,1,,Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,"Yes, unlimited number of completions",Spring 2023
8594,Theatre and Drama,THEATRE 260,3,,,No,Spring 2023
8595,Theatre and Drama,THEATRE 266,3,THEATRE 160,Level - Elementary L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2022
8596,Theatre and Drama,THEATRE 270,3,THEATRE 160,Level - Elementary L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Spring 2023
8597,Theatre and Drama,THEATRE 299,1,Consent of instructor,Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,"Yes, unlimited number of completions",Fall 2022
8598,Theatre and Drama,THEATRE 329,3,Junior standing,Ethnic St - Counts toward Ethnic Studies requirement Breadth - Humanities Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2022
8599,Theatre and Drama,THEATRE/LITTRANS  335,3,Junior standing,Breadth - Literature. Counts toward the Humanities req Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Spring 2022
8600,Theatre and Drama,THEATRE 342,1,Sophomore standing,Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2023
8601,Theatre and Drama,THEATRE 350,3,Consent of instructor,Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2023
8602,Theatre and Drama,THEATRE 351,3,Sophomore standing,Breadth - Humanities Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2020
8603,Theatre and Drama,THEATRE 352,3,THEATRE 150 and 250,,No,Fall 2021
8604,Theatre and Drama,THEATRE 357,3,Consent of instructor,Ethnic St - Counts toward Ethnic Studies requirement Breadth - Humanities Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
8605,Theatre and Drama,THEATRE 360,1,Consent of instructor,Workplace - Workplace Experience Course,"Yes, for 5 number of completions",Fall 2023
8606,Theatre and Drama,THEATRE 361,1,Consent of instructor,Breadth - Humanities Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
8607,Theatre and Drama,THEATRE/CURRIC/SLAVIC  362,3,,Breadth - Humanities Level - Elementary L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2022
8608,Theatre and Drama,THEATRE 363,3,"THEATRE 130, ART 100, or DS 120",Breadth - Humanities Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Spring 2023
8609,Theatre and Drama,THEATRE 364,3,Sophomore standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2022
8610,Theatre and Drama,THEATRE 365,3,THEATRE 263,Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Spring 2021
8611,Theatre and Drama,THEATRE/ART  366,3,Sophomore standing,Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
8612,Theatre and Drama,THEATRE 367,3,,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
8613,Theatre and Drama,THEATRE 368,3,THEATRE 367,Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
8614,Theatre and Drama,THEATRE/ART  372,3,,Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
8615,Theatre and Drama,THEATRE 379,3,THEATRE 160 or graduate/professional standing,Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
8616,Theatre and Drama,THEATRE/GEN&WS  415,3,Sophomore standing,Breadth - Humanities Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
8617,Theatre and Drama,THEATRE/LITTRANS  423,3,Junior standing,Breadth - Literature. Counts toward the Humanities req Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2020
8618,Theatre and Drama,THEATRE 431,3,Sophomore standing,Breadth - Humanities Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
8619,Theatre and Drama,THEATRE 440,3,THEATRE 140 and 150 or graduate/professional standing,Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2020
8620,Theatre and Drama,THEATRE 450,1,Consent of instructor,Breadth - Humanities Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2021
8621,Theatre and Drama,THEATRE 451,4,THEATRE 250,Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
8622,Theatre and Drama,THEATRE 464,3,Consent of instructor,Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2023
8623,Theatre and Drama,THEATRE 466,3,THEATRE/ART  366 and THEATRE 370,Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
8624,Theatre and Drama,THEATRE 469,1,,Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2022
8625,Theatre and Drama,THEATRE 472,3,Sophomore standing,Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2023
8626,Theatre and Drama,THEATRE 500,3,,Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2021
8627,Theatre and Drama,THEATRE 501,3,Junior standing,,No,Fall 2023
8628,Theatre and Drama,THEATRE 526,3,Sophomore standing,Breadth - Humanities Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2021
8629,Theatre and Drama,THEATRE 541,1,THEATRE 240 and 350 or graduate/professional standing,Breadth - Humanities Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2022
8630,Theatre and Drama,THEATRE 550,1,Consent of instructor,Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Spring 2022
8631,Theatre and Drama,THEATRE 561,1,Consent of instructor,Breadth - Humanities Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Summer 2023
8632,Theatre and Drama,THEATRE 563,3,THEATRE 363,Breadth - Humanities Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2021
8633,Theatre and Drama,THEATRE/ENGL  575,3,Junior standing,Breadth - Literature. Counts toward the Humanities req Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2021
8634,Theatre and Drama,THEATRE/ENGL  577,3,Junior standing,Breadth - Literature. Counts toward the Humanities req Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2020
8635,Theatre and Drama,THEATRE/ENGL  578,3,Junior standing,Breadth - Literature. Counts toward the Humanities req Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2020
8636,Theatre and Drama,THEATRE 579,2,THEATRE 379,Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
8637,Theatre and Drama,THEATRE 597,1,Consent of instructor,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2021
