,School,Department,Class,Credits,Requisites,Course Designation,Repeatable for Credit,Last Taught
140,,Afro-American Studies,AFROAMER/HISTORY  321,3,Sophomore standing,Ethnic St - Counts toward Ethnic Studies requirement Breadth - Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2022
141,,Afro-American Studies,AFROAMER/GEN&WS  326,3,Sophomore standing,Ethnic St - Counts toward Ethnic Studies requirement Breadth - Humanities Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
142,,Afro-American Studies,AFROAMER/GEN&WS  333,3,Sophomore standing,Ethnic St - Counts toward Ethnic Studies requirement Breadth - Either Humanities or Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
143,,Afro-American Studies,AFROAMER 337,3,Sophomore standing,Ethnic St - Counts toward Ethnic Studies requirement Breadth - Literature. Counts toward the Humanities req Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
144,,Afro-American Studies,AFROAMER 338,3,Sophomore standing,Ethnic St - Counts toward Ethnic Studies requirement Breadth - Literature. Counts toward the Humanities req Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
145,,Afro-American Studies,AFROAMER/HISTORY  347,3,Sophomore standing,Ethnic St - Counts toward Ethnic Studies requirement Breadth - Either Humanities or Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
146,,Afro-American Studies,AFROAMER/HISTORY  393,3,Sophomore standing,Ethnic St - Counts toward Ethnic Studies requirement Breadth - Either Humanities or Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Spring 2022
147,,Afro-American Studies,AFROAMER/AFRICAN  413,3,"Sophomore standing and (AFRICAN 201, 203, 211, 231, or FOLKLORE/AFRICAN  210), or graduate/professional standing",Breadth - Literature. Counts toward the Humanities req Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2022
148,,Afro-American Studies,AFROAMER/POLI SCI  519,3,Sophomore standing and (POLI SCI 160 or AFROAMER 151) or (POLI SCI 209 taken prior to fall 2017) or graduate/professional standing,Breadth - Humanities Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
149,,Afro-American Studies,AFROAMER/HIST SCI/MED HIST  523,3,Junior standing,Ethnic St - Counts toward Ethnic Studies requirement Breadth - Social Science Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2020
150,,Afro-American Studies,AFROAMER 525,3,Junior standing; not open to special students,Ethnic St - Counts toward Ethnic Studies requirement Breadth - Literature. Counts toward the Humanities req Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
151,,Afro-American Studies,AFROAMER/ED POL  567,3,Junior standing,Ethnic St - Counts toward Ethnic Studies requirement Breadth - Social Science Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2022
152,,Afro-American Studies,AFROAMER/GEN&WS  624,3,Sophomore standing,Breadth - Humanities Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2022
153,,Afro-American Studies,AFROAMER/GEN&WS  625,3,Sophomore standing,Breadth - Humanities Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
154,,Afro-American Studies,AFROAMER/HISTORY  628,3,Junior standing,Ethnic St - Counts toward Ethnic Studies requirement Breadth - Humanities Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2022
155,,Afro-American Studies,AFROAMER 631,3,Junior standing,Ethnic St - Counts toward Ethnic Studies requirement Breadth - Social Science Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2020
156,,Afro-American Studies,AFROAMER 671,3,Junior standing,Ethnic St - Counts toward Ethnic Studies requirement Breadth - Social Science Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2023
157,,Afro-American Studies,AFROAMER/ENGL  672,3,Junior standing,Ethnic St - Counts toward Ethnic Studies requirement Breadth - Literature. Counts toward the Humanities req Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Spring 2023
158,,Afro-American Studies,AFROAMER 673,3,Junior standing,Ethnic St - Counts toward Ethnic Studies requirement Breadth - Social Science Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Spring 2021
159,,Afro-American Studies,AFROAMER 675,3,Junior standing,Ethnic St - Counts toward Ethnic Studies requirement Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Spring 2023
160,,Afro-American Studies,AFROAMER/GEN&WS  677,3,Sophomore standing,Ethnic St - Counts toward Ethnic Studies requirement Breadth - Literature. Counts toward the Humanities req Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2022
161,,Afro-American Studies,AFROAMER 699,1,Consent of instructor,Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Spring 2022
162,,Afro-American Studies,AFROAMER/ED POL/HISTORY  712,3,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2020
163,,Afro-American Studies,AFROAMER 790,1,Consent of instructor,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Spring 2023
164,,Afro-American Studies,AFROAMER/ART HIST  801,3,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
165,,Afro-American Studies,AFROAMER/ART HIST  802,3,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Spring 2023
166,College of Agricultural and Life Sciences,Agricultural and Applied Economics,A A E 215,4,Satisfied Quantitative Reasoning (QR) A requirement,Gen Ed - Quantitative Reasoning Part B Breadth - Social Science Level - Elementary L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
167,College of Agricultural and Life Sciences,Agricultural and Applied Economics,A A E/ENVIR ST  244,4,,Breadth - Social Science Level - Elementary L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2022
168,College of Agricultural and Life Sciences,Agricultural and Applied Economics,A A E 246,3,,Breadth - Social Science Level - Elementary L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Spring 2023
169,College of Agricultural and Life Sciences,Agricultural and Applied Economics,A A E 267,1,Sophomore standing and declared in Agricultural and Applied Economics or Agricultural Business Management BS,,No,Fall 2023
170,College of Agricultural and Life Sciences,Agricultural and Applied Economics,A A E 299,1,Consent of instructor,,"Yes, unlimited number of completions",Fall 2023
171,College of Agricultural and Life Sciences,Agricultural and Applied Economics,A A E/ECON/REAL EST/URB R PL  306,3,"(ECON 101, 111, or A A E 215) or declared in undergraduate Business Exchange program",Breadth - Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
172,College of Agricultural and Life Sciences,Agricultural and Applied Economics,A A E 319,3,"A A E 215, ECON 101, or 111",,"Yes, unlimited number of completions",Fall 2022
173,College of Agricultural and Life Sciences,Agricultural and Applied Economics,A A E 320,3,"A A E 215, ECON 101, or 111",,No,Fall 2023
174,College of Agricultural and Life Sciences,Agricultural and Applied Economics,A A E 322,4,"A A E 215, ECON 101, or 111",Breadth - Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Spring 2023
175,College of Agricultural and Life Sciences,Agricultural and Applied Economics,A A E 323,3,Sophomore standing and satisfied Quantitative Reasoning (QR) A requirement,Breadth - Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Spring 2023
176,College of Agricultural and Life Sciences,Agricultural and Applied Economics,A A E 335,2,,,No,Fall 2023
177,College of Agricultural and Life Sciences,Agricultural and Applied Economics,A A E/C&E SOC/SOC  340,3,"SOC/C&E SOC  140, SOC 181, 210, or 211",Breadth - Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
178,College of Agricultural and Life Sciences,Agricultural and Applied Economics,A A E/ECON/ENVIR ST  343,3,"A A E 215, ECON 101, or 111",Breadth - Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Summer 2023
179,College of Agricultural and Life Sciences,Agricultural and Applied Economics,A A E/AGRONOMY/NUTR SCI  350,3,,Breadth - Biological Sci. Counts toward the Natural Sci req Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Summer 2023
180,College of Agricultural and Life Sciences,Agricultural and Applied Economics,A A E 352,4,Satisfied Quantitative Reasoning (QR) A requirement,Breadth - Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
181,College of Agricultural and Life Sciences,Agricultural and Applied Economics,A A E/AGRONOMY/HORT/PL PATH  367,3,ENVIR ST/AGROECOL/AGRONOMY/C&E SOC/ENTOM  103 or graduate/professional standing,Breadth - Biological Sci. Counts toward the Natural Sci req Level - Elementary L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
182,College of Agricultural and Life Sciences,Agricultural and Applied Economics,A A E/ECON  371,3,"A A E 215, ECON 101, or 111",Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
183,College of Agricultural and Life Sciences,Agricultural and Applied Economics,A A E/INTL ST  373,3,"A A E 215, ECON 101, 102, or 111",Breadth - Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
184,College of Agricultural and Life Sciences,Agricultural and Applied Economics,A A E/INTL ST  374,3,"A A E 215, ECON 101, 102, or 111",Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Spring 2023
185,College of Agricultural and Life Sciences,Agricultural and Applied Economics,A A E 375,1,,,"Yes, unlimited number of completions",Spring 2023
186,College of Agricultural and Life Sciences,Agricultural and Applied Economics,A A E 399,1,Consent of instructor,Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Workplace - Workplace Experience Course,"Yes, unlimited number of completions",Fall 2023
187,College of Agricultural and Life Sciences,Agricultural and Applied Economics,A A E 419,3,"A A E 215, ECON 101, or 111",,No,Spring 2023
188,College of Agricultural and Life Sciences,Agricultural and Applied Economics,A A E/ECON  421,4,"STAT 301, 371, ECON 310, SOC/C&E SOC  360, PSYCH 210, or (GEN BUS 306 and 307)",Breadth - Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
189,College of Agricultural and Life Sciences,Agricultural and Applied Economics,A A E 422,3,"A A E 215, ECON 101, 111, or graduate/professional standing",Breadth - Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
190,College of Agricultural and Life Sciences,Agricultural and Applied Economics,A A E/ECON/INTL BUS  462,3,"A A E 215, ECON 101, or 111",Breadth - Social Science Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Spring 2023
191,College of Agricultural and Life Sciences,Agricultural and Applied Economics,A A E/ECON  473,3,"A A E 215, ECON 101, 111, or graduate/professional standing",Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2021
192,College of Agricultural and Life Sciences,Agricultural and Applied Economics,A A E/ECON  474,3,"A A E 215, ECON 101, or 111",Breadth - Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
